orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,preparationtime,orderdate,shipdate
263,Aaron Smayling,Second Class,545.94,6,0.0,87.3504,Consumer,South,South Carolina,Chairs                                            ,Furniture,3,2013-01-13,2013-01-16
265,Tom Stivers,Second Class,327.564,4,0.1,21.8376,Consumer,East,New York,Chairs                                            ,Furniture,2,2014-11-01,2014-11-03
266,Ken Brennan,Standard Class,853.93,5,0.3,0.0,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,5,2013-06-22,2013-06-27
267,Alex Avila,Standard Class,975.92,5,0.2,121.99,Consumer,West,Washington,Chairs                                            ,Furniture,6,2013-09-08,2013-09-14
268,Alex Avila,First Class,170.786,1,0.3,0.0,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,2,2015-12-31,2016-01-02
269,Alex Avila,First Class,585.552,3,0.2,73.194,Home Office,West,California,Chairs                                            ,Furniture,1,2013-09-26,2013-09-27
272,Kean Thornton,Standard Class,658.746,3,0.1,146.388,Corporate,East,New York,Chairs                                            ,Furniture,5,2015-04-08,2015-04-13
273,Kean Thornton,Standard Class,390.368,2,0.2,48.796,Consumer,South,Tennessee,Chairs                                            ,Furniture,4,2016-11-29,2016-12-03
274,Jeremy Ellison,Standard Class,487.96,2,0.0,146.388,Home Office,Central,Michigan,Chairs                                            ,Furniture,4,2016-06-22,2016-06-26
278,Benjamin Venier,Standard Class,181.986,2,0.3,-54.5958,Consumer,Central,Illinois,Chairs                                            ,Furniture,4,2016-05-22,2016-05-26
280,Brian Moss,First Class,207.984,2,0.2,-28.5978,Corporate,South,Florida,Chairs                                            ,Furniture,3,2015-11-07,2015-11-10
281,Alejandro Grove,Standard Class,831.936,8,0.2,-114.3912,Consumer,South,Tennessee,Chairs                                            ,Furniture,6,2014-04-26,2014-05-02
282,Sam Zeldin,Standard Class,389.97,3,0.0,35.0973,Consumer,Central,Michigan,Chairs                                            ,Furniture,4,2014-10-09,2014-10-13
283,Katherine Murray,Standard Class,389.97,3,0.0,35.0973,Consumer,Central,Michigan,Chairs                                            ,Furniture,6,2015-12-01,2015-12-07
284,Katherine Murray,Standard Class,311.976,3,0.2,-42.8967,Consumer,West,Arizona,Chairs                                            ,Furniture,5,2016-07-18,2016-07-23
286,Barry Franz,Second Class,181.986,2,0.3,-54.5958,Consumer,East,Ohio,Chairs                                            ,Furniture,2,2014-01-27,2014-01-29
287,Barry Franz,First Class,33.94,1,0.0,9.1638,Home Office,South,Kentucky,Chairs                                            ,Furniture,2,2016-10-30,2016-11-01
288,Sandra Glassco,Standard Class,67.88,2,0.0,18.3276,Consumer,South,Georgia,Chairs                                            ,Furniture,6,2013-07-26,2013-08-01
289,Alan Hwang,First Class,108.608,4,0.2,9.5032,Consumer,West,California,Chairs                                            ,Furniture,1,2016-10-01,2016-10-02
290,Sam Craven,Standard Class,47.516,2,0.3,-2.0364,Consumer,Central,Texas,Chairs                                            ,Furniture,4,2014-09-07,2014-09-11
292,Deanra Eno,Standard Class,572.16,3,0.2,35.76,Consumer,West,California,Chairs                                            ,Furniture,4,2014-11-20,2014-11-24
293,Deanra Eno,First Class,381.44,2,0.2,23.84,Consumer,West,California,Chairs                                            ,Furniture,2,2013-11-23,2013-11-25
294,James Galang,Standard Class,858.24,4,0.1,143.04,Consumer,East,New York,Chairs                                            ,Furniture,6,2016-06-12,2016-06-18
296,Rob Lucas,Second Class,190.72,1,0.2,11.92,Corporate,West,California,Chairs                                            ,Furniture,2,2014-11-07,2014-11-09
298,Todd Boyes,Standard Class,476.8,2,0.0,119.2,Corporate,Central,Michigan,Chairs                                            ,Furniture,4,2016-05-07,2016-05-11
299,Katrina Willman,Standard Class,572.16,3,0.2,35.76,Consumer,West,California,Chairs                                            ,Furniture,6,2013-12-21,2013-12-27
301,Nora Paige,Second Class,301.96,2,0.0,90.588,Consumer,South,Kentucky,Chairs                                            ,Furniture,5,2016-06-16,2016-06-21
302,Andy Reiter,Standard Class,271.764,2,0.1,60.392,Home Office,East,New York,Chairs                                            ,Furniture,7,2014-09-06,2014-09-13
303,Brian Moss,Standard Class,271.764,2,0.1,60.392,Consumer,East,New York,Chairs                                            ,Furniture,4,2016-03-24,2016-03-28
304,Brian Moss,Standard Class,528.43,5,0.3,0.0,Consumer,Central,Illinois,Chairs                                            ,Furniture,7,2015-03-22,2015-03-29
305,Brian Moss,Standard Class,362.352,3,0.2,45.294,Corporate,West,California,Chairs                                            ,Furniture,6,2016-07-26,2016-08-01
306,Jonathan Doherty,Second Class,603.92,5,0.2,75.49,Consumer,West,Colorado,Chairs                                            ,Furniture,3,2013-11-11,2013-11-14
307,Todd Boyes,Standard Class,483.136,4,0.2,60.392,Consumer,West,California,Chairs                                            ,Furniture,6,2015-09-26,2015-10-02
308,Todd Boyes,First Class,528.43,5,0.3,0.0,Corporate,Central,Texas,Chairs                                            ,Furniture,1,2015-07-03,2015-07-04
310,Lori Olson,Second Class,579.136,4,0.2,-28.9568,Consumer,West,Colorado,Chairs                                            ,Furniture,2,2016-10-22,2016-10-24
311,Vivian Mathis,Second Class,1013.488,7,0.2,76.0116,Consumer,West,California,Chairs                                            ,Furniture,2,2015-01-21,2015-01-23
313,Kelly Lampkin,Standard Class,542.94,3,0.0,141.1644,Home Office,East,Massachusetts,Chairs                                            ,Furniture,5,2014-09-21,2014-09-26
314,Jack O'Briant,Second Class,760.116,6,0.3,-43.4352,Corporate,East,Ohio,Chairs                                            ,Furniture,2,2016-06-19,2016-06-21
315,Jack O'Briant,Second Class,380.058,3,0.3,-21.7176,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,5,2015-11-15,2015-11-20
317,Pete Armstrong,Standard Class,180.98,1,0.0,47.0548,Consumer,Central,Michigan,Chairs                                            ,Furniture,7,2016-03-03,2016-03-10
318,Pete Armstrong,Second Class,253.372,2,0.3,-14.4784,Corporate,Central,Illinois,Chairs                                            ,Furniture,4,2015-07-08,2015-07-12
319,Pete Armstrong,Standard Class,488.646,3,0.1,86.8704,Consumer,East,New York,Chairs                                            ,Furniture,6,2016-09-25,2016-10-01
321,Vivian Mathis,Standard Class,542.94,3,0.0,141.1644,Corporate,East,Maryland,Chairs                                            ,Furniture,6,2014-12-10,2014-12-16
322,Vivian Mathis,Second Class,290.98,1,0.0,75.6548,Consumer,South,Virginia,Chairs                                            ,Furniture,5,2015-10-28,2015-11-02
324,Sarah Brown,Standard Class,698.352,3,0.2,52.3764,Consumer,South,North Carolina,Chairs                                            ,Furniture,4,2016-06-15,2016-06-19
327,Elpida Rittenbach,Standard Class,698.352,3,0.2,52.3764,Consumer,West,Washington,Chairs                                            ,Furniture,5,2015-12-26,2015-12-31
329,Grant Donatelli,First Class,317.058,3,0.3,-86.0586,Corporate,East,Ohio,Chairs                                            ,Furniture,2,2014-05-29,2014-05-31
331,Don Miller,First Class,603.92,5,0.2,-67.941,Consumer,West,California,Chairs                                            ,Furniture,2,2013-11-23,2013-11-25
332,Don Miller,Second Class,105.686,1,0.3,-28.6862,Consumer,Central,Texas,Chairs                                            ,Furniture,2,2014-05-26,2014-05-28
333,Rob Haberlin,Second Class,301.96,2,0.0,33.2156,Consumer,Central,Michigan,Chairs                                            ,Furniture,5,2015-11-19,2015-11-24
334,Rob Haberlin,Second Class,301.96,2,0.0,33.2156,Consumer,South,South Carolina,Chairs                                            ,Furniture,2,2016-05-28,2016-05-30
335,Maribeth Dona,Standard Class,120.784,1,0.2,-13.5882,Home Office,West,California,Chairs                                            ,Furniture,7,2016-01-31,2016-02-07
336,Maribeth Dona,Standard Class,225.296,2,0.2,22.5296,Consumer,West,California,Chairs                                            ,Furniture,4,2013-05-26,2013-05-30
337,Maribeth Dona,Second Class,225.296,2,0.2,22.5296,Consumer,South,North Carolina,Chairs                                            ,Furniture,2,2015-08-16,2015-08-18
340,Eric Barreto,Standard Class,112.648,1,0.2,11.2648,Consumer,West,California,Chairs                                            ,Furniture,7,2013-11-11,2013-11-18
341,Fred Harton,Standard Class,563.24,5,0.2,56.324,Corporate,West,California,Chairs                                            ,Furniture,4,2015-09-25,2015-09-29
342,Jennifer Braxton,Standard Class,140.81,1,0.0,39.4268,Corporate,South,Kentucky,Chairs                                            ,Furniture,5,2015-07-19,2015-07-24
343,Sara Luxemburg,Standard Class,492.835,5,0.3,-14.081,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,6,2015-11-01,2015-11-07
344,Sally Hughsby,Standard Class,225.296,2,0.2,22.5296,Consumer,West,California,Chairs                                            ,Furniture,4,2016-07-21,2016-07-25
346,Sanjit Jacobs,First Class,127.869,3,0.3,-9.1335,Consumer,Central,Texas,Chairs                                            ,Furniture,3,2013-05-05,2013-05-08
347,Craig Carroll,Second Class,106.869,3,0.3,-29.0073,Corporate,Central,Illinois,Chairs                                            ,Furniture,5,2016-05-28,2016-06-02
348,Vivek Gonzalez,Second Class,60.89,1,0.0,15.2225,Consumer,Central,Missouri,Chairs                                            ,Furniture,4,2013-02-11,2013-02-15
349,Cari Sayre,Standard Class,122.136,3,0.2,-13.7403,Consumer,West,California,Chairs                                            ,Furniture,5,2016-07-06,2016-07-11
350,Adam Hart,Second Class,304.45,5,0.0,76.1125,Consumer,South,Kentucky,Chairs                                            ,Furniture,3,2016-12-25,2016-12-28
351,Andrew Allen,Standard Class,292.272,6,0.2,18.267,Corporate,West,California,Chairs                                            ,Furniture,5,2013-12-24,2013-12-29
352,Andrew Allen,Standard Class,71.246,2,0.3,-19.3382,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,4,2015-09-06,2015-09-10
353,Rob Haberlin,First Class,194.848,4,0.2,12.178,Consumer,West,California,Chairs                                            ,Furniture,1,2015-10-02,2015-10-03
354,Quincy Jones,First Class,81.424,2,0.2,-9.1602,Corporate,West,California,Chairs                                            ,Furniture,3,2015-12-15,2015-12-18
356,Michael Moore,Second Class,81.424,2,0.2,-9.1602,Home Office,West,California,Chairs                                            ,Furniture,4,2015-11-07,2015-11-11
357,Bobby Elias,First Class,121.78,2,0.0,30.445,Home Office,South,Georgia,Chairs                                            ,Furniture,2,2015-09-17,2015-09-19
358,Maria Zettner,Second Class,85.246,2,0.3,-6.089,Consumer,Central,Texas,Chairs                                            ,Furniture,2,2015-06-26,2015-06-28
359,Maria Zettner,Second Class,194.848,4,0.2,12.178,Consumer,South,North Carolina,Chairs                                            ,Furniture,5,2016-07-27,2016-08-01
360,Maria Zettner,Standard Class,213.115,5,0.3,-15.2225,Home Office,Central,Illinois,Chairs                                            ,Furniture,5,2014-04-30,2014-05-05
361,Rob Haberlin,Standard Class,435.168,4,0.2,-59.8356,Corporate,West,California,Chairs                                            ,Furniture,5,2016-10-05,2016-10-10
362,Alan Barnes,Second Class,435.168,4,0.2,-59.8356,Consumer,West,Washington,Chairs                                            ,Furniture,2,2015-01-30,2015-02-01
363,Alan Barnes,First Class,217.584,2,0.2,-29.9178,Consumer,West,California,Chairs                                            ,Furniture,3,2015-11-04,2015-11-07
368,Cindy Chapman,Standard Class,801.568,2,0.2,50.098,Corporate,West,California,Chairs                                            ,Furniture,4,2013-07-21,2013-07-25
371,Brenda Bowman,Standard Class,801.568,2,0.2,50.098,Corporate,West,California,Chairs                                            ,Furniture,4,2015-09-19,2015-09-23
372,John Dryer,Standard Class,801.568,2,0.2,50.098,Corporate,West,Colorado,Chairs                                            ,Furniture,5,2015-05-31,2015-06-05
373,John Dryer,Standard Class,172.5,2,0.0,51.75,Consumer,East,Maryland,Chairs                                            ,Furniture,4,2015-12-02,2015-12-06
374,Art Miller,First Class,422.625,7,0.3,0.0,Corporate,East,Pennsylvania,Chairs                                            ,Furniture,1,2014-12-22,2014-12-23
375,Art Miller,Standard Class,241.5,4,0.3,0.0,Corporate,Central,Texas,Chairs                                            ,Furniture,7,2015-02-08,2015-02-15
376,Art Miller,Second Class,258.75,3,0.0,77.625,Consumer,South,Kentucky,Chairs                                            ,Furniture,3,2016-12-29,2017-01-01
377,Christine Kargatis,Standard Class,207.0,3,0.2,25.875,Corporate,South,North Carolina,Chairs                                            ,Furniture,4,2014-11-05,2014-11-09
378,Eileen Kiefer,Standard Class,362.25,6,0.3,0.0,Consumer,Central,Texas,Chairs                                            ,Furniture,4,2013-03-01,2013-03-05
